HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2023-02-01 22:00;2023-02-01 23:00;DK2;584,590027;78,589996
2023-02-01 22:00;2023-02-01 23:00;DK1;584,590027;78,589996
2023-02-01 22:00;2023-02-01 23:00;DE;584,590027;78,589996
2023-02-01 23:00;2023-02-02 00:00;SYSTEM;600,239990;80,690002
2023-02-01 23:00;2023-02-02 00:00;SE4;552,710022;74,300003
2023-02-01 23:00;2023-02-02 00:00;SE3;552,710022;74,300003
2023-02-01 23:00;2023-02-02 00:00;NO2;644,880005;86,690002
2023-02-01 23:00;2023-02-02 00:00;DK2;552,710022;74,300003
2023-02-01 23:00;2023-02-02 00:00;DK1;552,710022;74,300003
2023-02-01 23:00;2023-02-02 00:00;DE;552,710022;74,300003
2023-02-02 00:00;2023-02-02 01:00;SYSTEM;580,979980;78,099998
2023-02-02 00:00;2023-02-02 01:00;SE4;504,130005;67,769997
2023-02-02 00:00;2023-02-02 01:00;SE3;504,130005;67,769997
2023-02-02 00:00;2023-02-02 01:00;NO2;644,429993;86,629997
2023-02-02 00:00;2023-02-02 01:00;DK2;504,130005;67,769997
2023-02-02 00:00;2023-02-02 01:00;DK1;504,130005;67,769997
2023-02-02 00:00;2023-02-02 01:00;DE;504,130005;67,769997
2023-02-02 01:00;2023-02-02 02:00;SYSTEM;577,630005;77,650002
2023-02-02 01:00;2023-02-02 02:00;SE4;530,760010;71,349998
2023-02-02 01:00;2023-02-02 02:00;SE3;530,760010;71,349998
2023-02-02 01:00;2023-02-02 02:00;NO2;619,580017;83,290001
2023-02-02 01:00;2023-02-02 02:00;DK2;530,760010;71,349998
2023-02-02 01:00;2023-02-02 02:00;DK1;530,760010;71,349998
2023-02-02 01:00;2023-02-02 02:00;DE;530,760010;71,349998
2023-02-02 02:00;2023-02-02 03:00;SYSTEM;595,179993;80,010002
2023-02-02 02:00;2023-02-02 03:00;SE4;557,250000;74,910004
2023-02-02 02:00;2023-02-02 03:00;SE3;557,250000;74,910004
2023-02-02 02:00;2023-02-02 03:00;NO2;635,650024;85,449997
2023-02-02 02:00;2023-02-02 03:00;DK2;557,250000;74,910004
2023-02-02 02:00;2023-02-02 03:00;DK1;570,929993;76,750000
2023-02-02 02:00;2023-02-02 03:00;DE;570,929993;76,750000
2023-02-02 03:00;2023-02-02 04:00;SYSTEM;658,559998;88,529999
2023-02-02 03:00;2023-02-02 04:00;SE4;611,700012;82,230003
2023-02-02 03:00;2023-02-02 04:00;SE3;611,700012;82,230003
2023-02-02 03:00;2023-02-02 04:00;NO2;679,760010;91,379997
2023-02-02 03:00;2023-02-02 04:00;DK2;611,700012;82,230003
2023-02-02 03:00;2023-02-02 04:00;DK1;658,710022;88,550003
2023-02-02 03:00;2023-02-02 04:00;DE;658,710022;88,550003
2023-02-02 04:00;2023-02-02 05:00;SYSTEM;694,640015;93,379997
2023-02-02 04:00;2023-02-02 05:00;SE4;631,109985;84,839996
2023-02-02 04:00;2023-02-02 05:00;SE3;631,109985;84,839996
2023-02-02 04:00;2023-02-02 05:00;NO2;719,559998;96,730003
2023-02-02 04:00;2023-02-02 05:00;DK2;631,109985;84,839996
2023-02-02 04:00;2023-02-02 05:00;DK1;692,630005;93,110001
2023-02-02 04:00;2023-02-02 05:00;DE;692,630005;93,110001
2023-02-02 05:00;2023-02-02 06:00;SYSTEM;821,700012;110,459999
2023-02-02 05:00;2023-02-02 06:00;SE4;839,780029;112,889999
2023-02-02 05:00;2023-02-02 06:00;SE3;839,780029;112,889999
2023-02-02 05:00;2023-02-02 06:00;NO2;839,780029;112,889999
2023-02-02 05:00;2023-02-02 06:00;DK2;839,780029;112,889999
2023-02-02 05:00;2023-02-02 06:00;DK1;864,469971;116,209999
2023-02-02 05:00;2023-02-02 06:00;DE;864,469971;116,209999
2023-02-02 06:00;2023-02-02 07:00;SYSTEM;968,239990;130,160004
2023-02-02 06:00;2023-02-02 07:00;SE4;1033,479980;138,929993
2023-02-02 06:00;2023-02-02 07:00;SE3;1033,479980;138,929993
2023-02-02 06:00;2023-02-02 07:00;NO2;1003,580017;134,910004
2023-02-02 06:00;2023-02-02 07:00;DK2;1033,479980;138,929993
2023-02-02 06:00;2023-02-02 07:00;DK1;1035,640015;139,220001
2023-02-02 06:00;2023-02-02 07:00;DE;1035,640015;139,220001
2023-02-02 07:00;2023-02-02 08:00;SYSTEM;1010,869995;135,889999
2023-02-02 07:00;2023-02-02 08:00;SE4;1263,640015;169,869995
2023-02-02 07:00;2023-02-02 08:00;SE3;1263,640015;169,869995
2023-02-02 07:00;2023-02-02 08:00;NO2;1224,510010;164,610001
2023-02-02 07:00;2023-02-02 08:00;DK2;1263,640015;169,869995
2023-02-02 07:00;2023-02-02 08:00;DK1;1263,640015;169,869995
2023-02-02 07:00;2023-02-02 08:00;DE;1263,640015;169,869995
2023-02-02 08:00;2023-02-02 09:00;SYSTEM;1010,869995;135,889999
2023-02-02 08:00;2023-02-02 09:00;SE4;1325,609985;178,199997
2023-02-02 08:00;2023-02-02 09:00;SE3;1325,609985;178,199997
2023-02-02 08:00;2023-02-02 09:00;NO2;1284,550049;172,679993
2023-02-02 08:00;2023-02-02 09:00;DK2;1325,609985;178,199997
2023-02-02 08:00;2023-02-02 09:00;DK1;1325,609985;178,199997
2023-02-02 08:00;2023-02-02 09:00;DE;1325,609985;178,199997
2023-02-02 09:00;2023-02-02 10:00;SYSTEM;1010,799988;135,880005
2023-02-02 09:00;2023-02-02 10:00;SE4;1265,280029;170,089996
2023-02-02 09:00;2023-02-02 10:00;SE3;1265,280029;170,089996
2023-02-02 09:00;2023-02-02 10:00;NO2;1226,079956;164,820007
2023-02-02 09:00;2023-02-02 10:00;DK2;1265,280029;170,089996
2023-02-02 09:00;2023-02-02 10:00;DK1;1265,280029;170,089996
2023-02-02 09:00;2023-02-02 10:00;DE;1265,280029;170,089996
2023-02-02 10:00;2023-02-02 11:00;SYSTEM;1003,359985;134,880005
2023-02-02 10:00;2023-02-02 11:00;SE4;1243,859985;167,210007
2023-02-02 10:00;2023-02-02 11:00;SE3;1243,859985;167,210007
2023-02-02 10:00;2023-02-02 11:00;NO2;1205,319946;162,029999
2023-02-02 10:00;2023-02-02 11:00;DK2;1243,859985;167,210007
2023-02-02 10:00;2023-02-02 11:00;DK1;1243,859985;167,210007
2023-02-02 10:00;2023-02-02 11:00;DE;1243,859985;167,210007
2023-02-02 11:00;2023-02-02 12:00;SYSTEM;1001,200012;134,589996
2023-02-02 11:00;2023-02-02 12:00;SE4;1166,859985;156,860001
2023-02-02 11:00;2023-02-02 12:00;SE3;1166,859985;156,860001
2023-02-02 11:00;2023-02-02 12:00;NO2;1130,709961;152,000000
2023-02-02 11:00;2023-02-02 12:00;DK2;1166,859985;156,860001
2023-02-02 11:00;2023-02-02 12:00;DK1;1166,859985;156,860001
2023-02-02 11:00;2023-02-02 12:00;DE;1166,859985;156,860001
2023-02-02 12:00;2023-02-02 13:00;SYSTEM;993,909973;133,610001
2023-02-02 12:00;2023-02-02 13:00;SE4;1136,209961;152,740005
2023-02-02 12:00;2023-02-02 13:00;SE3;1136,209961;152,740005
2023-02-02 12:00;2023-02-02 13:00;NO2;1098,650024;147,690002
2023-02-02 12:00;2023-02-02 13:00;DK2;1136,209961;152,740005
2023-02-02 12:00;2023-02-02 13:00;DK1;1136,209961;152,740005
2023-02-02 12:00;2023-02-02 13:00;DE;1136,209961;152,740005
2023-02-02 13:00;2023-02-02 14:00;SYSTEM;1000,159973;134,449997
2023-02-02 13:00;2023-02-02 14:00;SE4;1172,140015;157,570007
2023-02-02 13:00;2023-02-02 14:00;SE3;1162,550049;156,279999
2023-02-02 13:00;2023-02-02 14:00;NO2;1162,550049;156,279999
2023-02-02 13:00;2023-02-02 14:00;DK2;1200,930054;161,440002
2023-02-02 13:00;2023-02-02 14:00;DK1;1200,930054;161,440002
2023-02-02 13:00;2023-02-02 14:00;DE;1200,930054;161,440002
2023-02-02 14:00;2023-02-02 15:00;SYSTEM;999,789978;134,399994
2023-02-02 14:00;2023-02-02 15:00;SE4;1186,280029;159,470001
2023-02-02 14:00;2023-02-02 15:00;SE3;1186,280029;159,470001
2023-02-02 14:00;2023-02-02 15:00;NO2;1053,489990;141,619995
2023-02-02 14:00;2023-02-02 15:00;DK2;1215,439941;163,389999
2023-02-02 14:00;2023-02-02 15:00;DK1;1215,439941;163,389999
2023-02-02 14:00;2023-02-02 15:00;DE;1215,439941;163,389999
2023-02-02 15:00;2023-02-02 16:00;SYSTEM;1022,250000;137,419998
2023-02-02 15:00;2023-02-02 16:00;SE4;1244,380005;167,279999
2023-02-02 15:00;2023-02-02 16:00;SE3;1244,380005;167,279999
2023-02-02 15:00;2023-02-02 16:00;NO2;1204,579956;161,929993
2023-02-02 15:00;2023-02-02 16:00;DK2;1244,380005;167,279999
2023-02-02 15:00;2023-02-02 16:00;DK1;1244,380005;167,279999
2023-02-02 15:00;2023-02-02 16:00;DE;1244,380005;167,279999
2023-02-02 16:00;2023-02-02 17:00;SYSTEM;1042,109985;140,089996
2023-02-02 16:00;2023-02-02 17:00;SE4;1325,390015;178,169998
2023-02-02 16:00;2023-02-02 17:00;SE3;1325,390015;178,169998
2023-02-02 16:00;2023-02-02 17:00;NO2;1282,979980;172,470001
2023-02-02 16:00;2023-02-02 17:00;DK2;1325,390015;178,169998
2023-02-02 16:00;2023-02-02 17:00;DK1;1325,390015;178,169998
2023-02-02 16:00;2023-02-02 17:00;DE;1325,390015;178,169998
2023-02-02 17:00;2023-02-02 18:00;SYSTEM;1115,829956;150,000000
2023-02-02 17:00;2023-02-02 18:00;SE4;1362,209961;183,119995
2023-02-02 17:00;2023-02-02 18:00;SE3;1362,209961;183,119995
2023-02-02 17:00;2023-02-02 18:00;NO2;1318,619995;177,259995
2023-02-02 17:00;2023-02-02 18:00;DK2;1362,209961;183,119995
2023-02-02 17:00;2023-02-02 18:00;DK1;1362,209961;183,119995
2023-02-02 17:00;2023-02-02 18:00;DE;1362,209961;183,119995
2023-02-02 18:00;2023-02-02 19:00;SYSTEM;1047,020020;140,750000
2023-02-02 18:00;2023-02-02 19:00;SE4;1280,829956;172,179993
2023-02-02 18:00;2023-02-02 19:00;SE3;1280,829956;172,179993
2023-02-02 18:00;2023-02-02 19:00;NO2;1238,800049;166,529999
2023-02-02 18:00;2023-02-02 19:00;DK2;1280,829956;172,179993
2023-02-02 18:00;2023-02-02 19:00;DK1;1280,829956;172,179993
2023-02-02 18:00;2023-02-02 19:00;DE;1280,829956;172,179993
2023-02-02 19:00;2023-02-02 20:00;SYSTEM;1010,799988;135,880005
